Year,IssueDate,Href
1973,June 9,/charts/hot-100/1973-06-09
1973,June 16,/charts/hot-100/1973-06-16
1973,June 23,/charts/hot-100/1973-06-23
1973,June 30,/charts/hot-100/1973-06-30
1973,July 7,/charts/hot-100/1973-07-07
1973,July 14,/charts/hot-100/1973-07-14
1973,July 21,/charts/hot-100/1973-07-21
1973,July 28,/charts/hot-100/1973-07-28
1973,August 4,/charts/hot-100/1973-08-04
1973,August 11,/charts/hot-100/1973-08-11
1973,August 18,/charts/hot-100/1973-08-18
1973,August 25,/charts/hot-100/1973-08-25
1973,September 1,/charts/hot-100/1973-09-01
1973,September 8,/charts/hot-100/1973-09-08
1973,September 15,/charts/hot-100/1973-09-15
1973,September 22,/charts/hot-100/1973-09-22
1973,September 29,/charts/hot-100/1973-09-29
1973,October 6,/charts/hot-100/1973-10-06
1973,October 13,/charts/hot-100/1973-10-13
1973,October 20,/charts/hot-100/1973-10-20
1973,October 27,/charts/hot-100/1973-10-27
1973,November 3,/charts/hot-100/1973-11-03
1973,November 10,/charts/hot-100/1973-11-10
1973,November 17,/charts/hot-100/1973-11-17
1973,November 24,/charts/hot-100/1973-11-24
1973,December 1,/charts/hot-100/1973-12-01
1973,December 8,/charts/hot-100/1973-12-08
1973,December 15,/charts/hot-100/1973-12-15
1973,December 22,/charts/hot-100/1973-12-22
1973,December 29,/charts/hot-100/1973-12-29
1974,January 5,/charts/hot-100/1974-01-05
1974,January 12,/charts/hot-100/1974-01-12
1974,January 19,/charts/hot-100/1974-01-19
1974,January 26,/charts/hot-100/1974-01-26
1974,February 2,/charts/hot-100/1974-02-02
1974,February 9,/charts/hot-100/1974-02-09
1974,February 16,/charts/hot-100/1974-02-16
1974,February 23,/charts/hot-100/1974-02-23
1974,March 2,/charts/hot-100/1974-03-02
1974,March 9,/charts/hot-100/1974-03-09
1974,March 16,/charts/hot-100/1974-03-16
1974,March 23,/charts/hot-100/1974-03-23
1974,March 30,/charts/hot-100/1974-03-30
1974,April 6,/charts/hot-100/1974-04-06
1974,April 13,/charts/hot-100/1974-04-13
1974,April 20,/charts/hot-100/1974-04-20
1974,April 27,/charts/hot-100/1974-04-27
1974,May 4,/charts/hot-100/1974-05-04
1974,May 11,/charts/hot-100/1974-05-11
1974,May 18,/charts/hot-100/1974-05-18
1974,May 25,/charts/hot-100/1974-05-25
1974,June 1,/charts/hot-100/1974-06-01
1974,June 8,/charts/hot-100/1974-06-08
1974,June 15,/charts/hot-100/1974-06-15
1974,June 22,/charts/hot-100/1974-06-22
1974,June 29,/charts/hot-100/1974-06-29
1974,July 6,/charts/hot-100/1974-07-06
1974,July 13,/charts/hot-100/1974-07-13
1974,July 20,/charts/hot-100/1974-07-20
1974,July 27,/charts/hot-100/1974-07-27
1974,August 3,/charts/hot-100/1974-08-03
1974,August 10,/charts/hot-100/1974-08-10
1974,August 17,/charts/hot-100/1974-08-17
1974,August 24,/charts/hot-100/1974-08-24
1974,August 31,/charts/hot-100/1974-08-31
1974,September 7,/charts/hot-100/1974-09-07
1974,September 14,/charts/hot-100/1974-09-14
1974,September 21,/charts/hot-100/1974-09-21
1974,September 28,/charts/hot-100/1974-09-28
1974,October 5,/charts/hot-100/1974-10-05
1974,October 12,/charts/hot-100/1974-10-12
1974,October 19,/charts/hot-100/1974-10-19
1974,October 26,/charts/hot-100/1974-10-26
1974,November 2,/charts/hot-100/1974-11-02
1974,November 9,/charts/hot-100/1974-11-09
1974,November 16,/charts/hot-100/1974-11-16
1974,November 23,/charts/hot-100/1974-11-23
1974,November 30,/charts/hot-100/1974-11-30
1974,December 7,/charts/hot-100/1974-12-07
1974,December 14,/charts/hot-100/1974-12-14
1974,December 21,/charts/hot-100/1974-12-21
1974,December 28,/charts/hot-100/1974-12-28
1975,January 4,/charts/hot-100/1975-01-04
1975,January 11,/charts/hot-100/1975-01-11
1975,January 18,/charts/hot-100/1975-01-18
1975,January 25,/charts/hot-100/1975-01-25
1975,February 1,/charts/hot-100/1975-02-01
1975,February 8,/charts/hot-100/1975-02-08
1975,February 15,/charts/hot-100/1975-02-15
1975,February 22,/charts/hot-100/1975-02-22
1975,March 1,/charts/hot-100/1975-03-01
1975,March 8,/charts/hot-100/1975-03-08
1975,March 15,/charts/hot-100/1975-03-15
1975,March 22,/charts/hot-100/1975-03-22
1975,March 29,/charts/hot-100/1975-03-29
1975,April 5,/charts/hot-100/1975-04-05
1975,April 12,/charts/hot-100/1975-04-12
1975,April 19,/charts/hot-100/1975-04-19
1975,April 26,/charts/hot-100/1975-04-26
1975,May 3,/charts/hot-100/1975-05-03
1975,May 10,/charts/hot-100/1975-05-10
1975,May 17,/charts/hot-100/1975-05-17
1975,May 24,/charts/hot-100/1975-05-24
1975,May 31,/charts/hot-100/1975-05-31
1975,June 7,/charts/hot-100/1975-06-07
1975,June 14,/charts/hot-100/1975-06-14
1975,June 21,/charts/hot-100/1975-06-21
1975,June 28,/charts/hot-100/1975-06-28
1975,July 5,/charts/hot-100/1975-07-05
1975,July 12,/charts/hot-100/1975-07-12
1975,July 19,/charts/hot-100/1975-07-19
1975,July 26,/charts/hot-100/1975-07-26
1975,August 2,/charts/hot-100/1975-08-02
1975,August 9,/charts/hot-100/1975-08-09
1975,August 16,/charts/hot-100/1975-08-16
1975,August 23,/charts/hot-100/1975-08-23
1975,August 30,/charts/hot-100/1975-08-30
1975,September 6,/charts/hot-100/1975-09-06
1975,September 13,/charts/hot-100/1975-09-13
1975,September 20,/charts/hot-100/1975-09-20
1975,September 27,/charts/hot-100/1975-09-27
1975,October 4,/charts/hot-100/1975-10-04
1975,October 11,/charts/hot-100/1975-10-11
1975,October 18,/charts/hot-100/1975-10-18
1975,October 25,/charts/hot-100/1975-10-25
1975,November 1,/charts/hot-100/1975-11-01
1975,November 8,/charts/hot-100/1975-11-08
1975,November 15,/charts/hot-100/1975-11-15
1975,November 22,/charts/hot-100/1975-11-22
1975,November 29,/charts/hot-100/1975-11-29
1975,December 6,/charts/hot-100/1975-12-06
1975,December 13,/charts/hot-100/1975-12-13
1975,December 20,/charts/hot-100/1975-12-20
1975,December 27,/charts/hot-100/1975-12-27
1976,January 3,/charts/hot-100/1976-01-03
1976,January 10,/charts/hot-100/1976-01-10
1976,January 17,/charts/hot-100/1976-01-17
1976,January 24,/charts/hot-100/1976-01-24
1976,January 31,/charts/hot-100/1976-01-31
1976,February 7,/charts/hot-100/1976-02-07
1976,February 14,/charts/hot-100/1976-02-14
1976,February 21,/charts/hot-100/1976-02-21
1976,February 28,/charts/hot-100/1976-02-28
1976,March 6,/charts/hot-100/1976-03-06
1976,March 13,/charts/hot-100/1976-03-13
1976,March 20,/charts/hot-100/1976-03-20
1976,March 27,/charts/hot-100/1976-03-27
1976,April 3,/charts/hot-100/1976-04-03
1976,April 10,/charts/hot-100/1976-04-10
1976,April 17,/charts/hot-100/1976-04-17
1976,April 24,/charts/hot-100/1976-04-24
1976,May 1,/charts/hot-100/1976-05-01
1976,May 8,/charts/hot-100/1976-05-08
1976,May 15,/charts/hot-100/1976-05-15
1976,May 22,/charts/hot-100/1976-05-22
1976,May 29,/charts/hot-100/1976-05-29
1976,June 5,/charts/hot-100/1976-06-05
1976,June 12,/charts/hot-100/1976-06-12
1976,June 19,/charts/hot-100/1976-06-19
1976,June 26,/charts/hot-100/1976-06-26
1976,July 4,/charts/hot-100/1976-07-04
1976,July 10,/charts/hot-100/1976-07-10
1976,July 17,/charts/hot-100/1976-07-17
1976,July 24,/charts/hot-100/1976-07-24
1976,July 31,/charts/hot-100/1976-07-31
1976,August 7,/charts/hot-100/1976-08-07
1976,August 14,/charts/hot-100/1976-08-14
1976,August 21,/charts/hot-100/1976-08-21
1976,August 28,/charts/hot-100/1976-08-28
1976,September 4,/charts/hot-100/1976-09-04
1976,September 11,/charts/hot-100/1976-09-11
1976,September 18,/charts/hot-100/1976-09-18
1976,September 25,/charts/hot-100/1976-09-25
1976,October 2,/charts/hot-100/1976-10-02
1976,October 9,/charts/hot-100/1976-10-09
1976,October 16,/charts/hot-100/1976-10-16
1976,October 23,/charts/hot-100/1976-10-23
1976,October 30,/charts/hot-100/1976-10-30
1976,November 6,/charts/hot-100/1976-11-06
1976,November 13,/charts/hot-100/1976-11-13
1976,November 20,/charts/hot-100/1976-11-20
1976,November 27,/charts/hot-100/1976-11-27
1976,December 4,/charts/hot-100/1976-12-04
1976,December 11,/charts/hot-100/1976-12-11
1976,December 18,/charts/hot-100/1976-12-18
1976,December 25,/charts/hot-100/1976-12-25
1977,January 8,/charts/hot-100/1977-01-08
1977,January 15,/charts/hot-100/1977-01-15
1977,January 22,/charts/hot-100/1977-01-22
1977,January 29,/charts/hot-100/1977-01-29
1977,February 5,/charts/hot-100/1977-02-05
1977,February 12,/charts/hot-100/1977-02-12
1977,February 19,/charts/hot-100/1977-02-19
1977,February 26,/charts/hot-100/1977-02-26
1977,March 5,/charts/hot-100/1977-03-05
1977,March 12,/charts/hot-100/1977-03-12
1977,March 19,/charts/hot-100/1977-03-19
1977,March 26,/charts/hot-100/1977-03-26
1977,April 2,/charts/hot-100/1977-04-02
1977,April 9,/charts/hot-100/1977-04-09
1977,April 16,/charts/hot-100/1977-04-16
1977,April 23,/charts/hot-100/1977-04-23
1977,April 30,/charts/hot-100/1977-04-30
1977,May 7,/charts/hot-100/1977-05-07
1977,May 14,/charts/hot-100/1977-05-14
1977,May 21,/charts/hot-100/1977-05-21
1977,May 28,/charts/hot-100/1977-05-28
1977,June 4,/charts/hot-100/1977-06-04
1977,June 11,/charts/hot-100/1977-06-11
1977,June 18,/charts/hot-100/1977-06-18
1977,June 25,/charts/hot-100/1977-06-25
1977,July 2,/charts/hot-100/1977-07-02
1977,July 9,/charts/hot-100/1977-07-09
1977,July 16,/charts/hot-100/1977-07-16
1977,July 23,/charts/hot-100/1977-07-23
1977,July 30,/charts/hot-100/1977-07-30
1977,August 6,/charts/hot-100/1977-08-06
1977,August 13,/charts/hot-100/1977-08-13
1977,August 20,/charts/hot-100/1977-08-20
1977,August 27,/charts/hot-100/1977-08-27
1977,September 3,/charts/hot-100/1977-09-03
1977,September 10,/charts/hot-100/1977-09-10
1977,September 17,/charts/hot-100/1977-09-17
1977,September 24,/charts/hot-100/1977-09-24
1977,October 1,/charts/hot-100/1977-10-01
1977,October 8,/charts/hot-100/1977-10-08
1977,October 15,/charts/hot-100/1977-10-15
1977,October 22,/charts/hot-100/1977-10-22
1977,October 29,/charts/hot-100/1977-10-29
1977,November 5,/charts/hot-100/1977-11-05
1977,November 12,/charts/hot-100/1977-11-12
1977,November 19,/charts/hot-100/1977-11-19
1977,November 26,/charts/hot-100/1977-11-26
1977,December 3,/charts/hot-100/1977-12-03
1977,December 10,/charts/hot-100/1977-12-10
1977,December 17,/charts/hot-100/1977-12-17
1977,December 24,/charts/hot-100/1977-12-24
1978,January 7,/charts/hot-100/1978-01-07
1978,January 14,/charts/hot-100/1978-01-14
1978,January 21,/charts/hot-100/1978-01-21
1978,January 28,/charts/hot-100/1978-01-28
1978,February 4,/charts/hot-100/1978-02-04
1978,February 11,/charts/hot-100/1978-02-11
1978,February 18,/charts/hot-100/1978-02-18
1978,February 25,/charts/hot-100/1978-02-25
1978,March 4,/charts/hot-100/1978-03-04
1978,March 11,/charts/hot-100/1978-03-11
1978,March 18,/charts/hot-100/1978-03-18
1978,March 25,/charts/hot-100/1978-03-25
1978,April 1,/charts/hot-100/1978-04-01
1978,April 8,/charts/hot-100/1978-04-08
1978,April 15,/charts/hot-100/1978-04-15
1978,April 22,/charts/hot-100/1978-04-22
1978,April 29,/charts/hot-100/1978-04-29
1978,May 6,/charts/hot-100/1978-05-06
1978,May 13,/charts/hot-100/1978-05-13
1978,May 20,/charts/hot-100/1978-05-20
1978,May 27,/charts/hot-100/1978-05-27
1978,June 3,/charts/hot-100/1978-06-03
1978,June 10,/charts/hot-100/1978-06-10
1978,June 17,/charts/hot-100/1978-06-17
1978,June 24,/charts/hot-100/1978-06-24
1978,July 1,/charts/hot-100/1978-07-01
1978,July 8,/charts/hot-100/1978-07-08
1978,July 15,/charts/hot-100/1978-07-15
1978,July 22,/charts/hot-100/1978-07-22
1978,July 29,/charts/hot-100/1978-07-29
1978,August 5,/charts/hot-100/1978-08-05
1978,August 12,/charts/hot-100/1978-08-12
1978,August 19,/charts/hot-100/1978-08-19
1978,August 26,/charts/hot-100/1978-08-26
1978,September 2,/charts/hot-100/1978-09-02
1978,September 9,/charts/hot-100/1978-09-09
1978,September 16,/charts/hot-100/1978-09-16
1978,September 23,/charts/hot-100/1978-09-23
1978,September 30,/charts/hot-100/1978-09-30
1978,October 7,/charts/hot-100/1978-10-07
1978,October 14,/charts/hot-100/1978-10-14
1978,October 21,/charts/hot-100/1978-10-21
1978,October 28,/charts/hot-100/1978-10-28
1978,November 4,/charts/hot-100/1978-11-04
1978,November 11,/charts/hot-100/1978-11-11
1978,November 18,/charts/hot-100/1978-11-18
1978,November 25,/charts/hot-100/1978-11-25
1978,December 2,/charts/hot-100/1978-12-02
1978,December 9,/charts/hot-100/1978-12-09
1978,December 16,/charts/hot-100/1978-12-16
1978,December 23,/charts/hot-100/1978-12-23
1978,December 30,/charts/hot-100/1978-12-30
1979,January 6,/charts/hot-100/1979-01-06
1979,January 13,/charts/hot-100/1979-01-13
1979,January 20,/charts/hot-100/1979-01-20
1979,January 27,/charts/hot-100/1979-01-27
1979,February 3,/charts/hot-100/1979-02-03
1979,February 10,/charts/hot-100/1979-02-10
1979,February 17,/charts/hot-100/1979-02-17
1979,February 24,/charts/hot-100/1979-02-24
1979,March 3,/charts/hot-100/1979-03-03
1979,March 10,/charts/hot-100/1979-03-10
1979,March 17,/charts/hot-100/1979-03-17
1979,March 24,/charts/hot-100/1979-03-24
1979,March 31,/charts/hot-100/1979-03-31
1979,April 7,/charts/hot-100/1979-04-07
1979,April 14,/charts/hot-100/1979-04-14
1979,April 21,/charts/hot-100/1979-04-21
1979,April 28,/charts/hot-100/1979-04-28
1979,May 5,/charts/hot-100/1979-05-05
1979,May 12,/charts/hot-100/1979-05-12
1979,May 19,/charts/hot-100/1979-05-19
1979,May 26,/charts/hot-100/1979-05-26
1979,June 2,/charts/hot-100/1979-06-02
1979,June 9,/charts/hot-100/1979-06-09
1979,June 16,/charts/hot-100/1979-06-16
1979,June 23,/charts/hot-100/1979-06-23
1979,June 30,/charts/hot-100/1979-06-30
1979,July 7,/charts/hot-100/1979-07-07
1979,July 14,/charts/hot-100/1979-07-14
1979,July 21,/charts/hot-100/1979-07-21
1979,July 28,/charts/hot-100/1979-07-28
1979,August 4,/charts/hot-100/1979-08-04
1979,August 11,/charts/hot-100/1979-08-11
1979,August 18,/charts/hot-100/1979-08-18
1979,August 25,/charts/hot-100/1979-08-25
1979,September 1,/charts/hot-100/1979-09-01
1979,September 8,/charts/hot-100/1979-09-08
1979,September 15,/charts/hot-100/1979-09-15
1979,September 22,/charts/hot-100/1979-09-22
1979,September 29,/charts/hot-100/1979-09-29
1979,October 6,/charts/hot-100/1979-10-06
1979,October 13,/charts/hot-100/1979-10-13
1979,October 20,/charts/hot-100/1979-10-20
1979,October 27,/charts/hot-100/1979-10-27
1979,November 3,/charts/hot-100/1979-11-03
1979,November 10,/charts/hot-100/1979-11-10
1979,November 17,/charts/hot-100/1979-11-17
1979,November 24,/charts/hot-100/1979-11-24
1979,December 1,/charts/hot-100/1979-12-01
1979,December 8,/charts/hot-100/1979-12-08
1979,December 15,/charts/hot-100/1979-12-15
1979,December 22,/charts/hot-100/1979-12-22
1979,December 29,/charts/hot-100/1979-12-29
1980,January 5,/charts/hot-100/1980-01-05
1980,January 12,/charts/hot-100/1980-01-12
1980,January 19,/charts/hot-100/1980-01-19
1980,January 26,/charts/hot-100/1980-01-26
1980,February 2,/charts/hot-100/1980-02-02
1980,February 9,/charts/hot-100/1980-02-09
1980,February 16,/charts/hot-100/1980-02-16
1980,February 23,/charts/hot-100/1980-02-23
1980,March 1,/charts/hot-100/1980-03-01
1980,March 8,/charts/hot-100/1980-03-08
1980,March 15,/charts/hot-100/1980-03-15
1980,March 22,/charts/hot-100/1980-03-22
1980,March 29,/charts/hot-100/1980-03-29
1980,April 5,/charts/hot-100/1980-04-05
1980,April 12,/charts/hot-100/1980-04-12
1980,April 19,/charts/hot-100/1980-04-19
1980,April 26,/charts/hot-100/1980-04-26
1980,May 3,/charts/hot-100/1980-05-03
1980,May 10,/charts/hot-100/1980-05-10
1980,May 17,/charts/hot-100/1980-05-17
1980,May 24,/charts/hot-100/1980-05-24
1980,May 31,/charts/hot-100/1980-05-31
1980,June 7,/charts/hot-100/1980-06-07
1980,June 14,/charts/hot-100/1980-06-14
1980,June 21,/charts/hot-100/1980-06-21
1980,June 28,/charts/hot-100/1980-06-28
1980,July 5,/charts/hot-100/1980-07-05
1980,July 12,/charts/hot-100/1980-07-12
1980,July 19,/charts/hot-100/1980-07-19
1980,July 26,/charts/hot-100/1980-07-26
1980,August 2,/charts/hot-100/1980-08-02
1980,August 9,/charts/hot-100/1980-08-09
1980,August 16,/charts/hot-100/1980-08-16
1980,August 23,/charts/hot-100/1980-08-23
1980,August 30,/charts/hot-100/1980-08-30
1980,September 6,/charts/hot-100/1980-09-06
1980,September 13,/charts/hot-100/1980-09-13
1980,September 20,/charts/hot-100/1980-09-20
1980,September 27,/charts/hot-100/1980-09-27
1980,October 4,/charts/hot-100/1980-10-04
1980,October 11,/charts/hot-100/1980-10-11
1980,October 18,/charts/hot-100/1980-10-18
1980,October 25,/charts/hot-100/1980-10-25
1980,November 1,/charts/hot-100/1980-11-01
1980,November 8,/charts/hot-100/1980-11-08
1980,November 15,/charts/hot-100/1980-11-15
1980,November 22,/charts/hot-100/1980-11-22
1980,November 29,/charts/hot-100/1980-11-29
1980,December 6,/charts/hot-100/1980-12-06
1980,December 13,/charts/hot-100/1980-12-13
1980,December 20,/charts/hot-100/1980-12-20
1980,December 27,/charts/hot-100/1980-12-27
1981,January 3,/charts/hot-100/1981-01-03
1981,January 10,/charts/hot-100/1981-01-10
1981,January 17,/charts/hot-100/1981-01-17
1981,January 24,/charts/hot-100/1981-01-24
1981,January 31,/charts/hot-100/1981-01-31
1981,February 7,/charts/hot-100/1981-02-07
1981,February 14,/charts/hot-100/1981-02-14
1981,February 21,/charts/hot-100/1981-02-21
1981,February 28,/charts/hot-100/1981-02-28
1981,March 7,/charts/hot-100/1981-03-07
1981,March 14,/charts/hot-100/1981-03-14
1981,March 21,/charts/hot-100/1981-03-21
1981,March 28,/charts/hot-100/1981-03-28
1981,April 4,/charts/hot-100/1981-04-04
1981,April 11,/charts/hot-100/1981-04-11
1981,April 18,/charts/hot-100/1981-04-18
1981,April 25,/charts/hot-100/1981-04-25
1981,May 2,/charts/hot-100/1981-05-02
1981,May 9,/charts/hot-100/1981-05-09
1981,May 16,/charts/hot-100/1981-05-16
1981,May 23,/charts/hot-100/1981-05-23
1981,May 30,/charts/hot-100/1981-05-30
1981,June 6,/charts/hot-100/1981-06-06
1981,June 13,/charts/hot-100/1981-06-13
1981,June 20,/charts/hot-100/1981-06-20
1981,June 27,/charts/hot-100/1981-06-27
1981,July 4,/charts/hot-100/1981-07-04
1981,July 11,/charts/hot-100/1981-07-11
1981,July 18,/charts/hot-100/1981-07-18
1981,July 25,/charts/hot-100/1981-07-25
1981,August 1,/charts/hot-100/1981-08-01
1981,August 8,/charts/hot-100/1981-08-08
1981,August 15,/charts/hot-100/1981-08-15
1981,August 22,/charts/hot-100/1981-08-22
1981,August 29,/charts/hot-100/1981-08-29
1981,September 5,/charts/hot-100/1981-09-05
1981,September 12,/charts/hot-100/1981-09-12
1981,September 19,/charts/hot-100/1981-09-19
1981,September 26,/charts/hot-100/1981-09-26
1981,October 3,/charts/hot-100/1981-10-03
1981,October 10,/charts/hot-100/1981-10-10
1981,October 17,/charts/hot-100/1981-10-17
1981,October 24,/charts/hot-100/1981-10-24
1981,October 31,/charts/hot-100/1981-10-31
1981,November 7,/charts/hot-100/1981-11-07
1981,November 14,/charts/hot-100/1981-11-14
1981,November 21,/charts/hot-100/1981-11-21
1981,November 28,/charts/hot-100/1981-11-28
1981,December 5,/charts/hot-100/1981-12-05
1981,December 12,/charts/hot-100/1981-12-12
1981,December 19,/charts/hot-100/1981-12-19
1981,December 26,/charts/hot-100/1981-12-26
1982,January 2,/charts/hot-100/1982-01-02
1982,January 9,/charts/hot-100/1982-01-09
1982,January 16,/charts/hot-100/1982-01-16
1982,January 23,/charts/hot-100/1982-01-23
1982,January 30,/charts/hot-100/1982-01-30
1982,February 6,/charts/hot-100/1982-02-06
1982,February 13,/charts/hot-100/1982-02-13
1982,February 20,/charts/hot-100/1982-02-20
1982,February 27,/charts/hot-100/1982-02-27
1982,March 6,/charts/hot-100/1982-03-06
1982,March 13,/charts/hot-100/1982-03-13
1982,March 20,/charts/hot-100/1982-03-20
1982,March 27,/charts/hot-100/1982-03-27
1982,April 3,/charts/hot-100/1982-04-03
1982,April 10,/charts/hot-100/1982-04-10
1982,April 17,/charts/hot-100/1982-04-17
1982,April 24,/charts/hot-100/1982-04-24
1982,May 1,/charts/hot-100/1982-05-01
1982,May 8,/charts/hot-100/1982-05-08
1982,May 15,/charts/hot-100/1982-05-15
1982,May 22,/charts/hot-100/1982-05-22
1982,May 29,/charts/hot-100/1982-05-29
1982,June 5,/charts/hot-100/1982-06-05
1982,June 12,/charts/hot-100/1982-06-12
1982,June 19,/charts/hot-100/1982-06-19
1982,June 26,/charts/hot-100/1982-06-26
1982,July 3,/charts/hot-100/1982-07-03
1982,July 10,/charts/hot-100/1982-07-10
1982,July 17,/charts/hot-100/1982-07-17
1982,July 24,/charts/hot-100/1982-07-24
1982,July 31,/charts/hot-100/1982-07-31
1982,August 7,/charts/hot-100/1982-08-07
1982,August 14,/charts/hot-100/1982-08-14
1982,August 21,/charts/hot-100/1982-08-21
1982,August 28,/charts/hot-100/1982-08-28
1982,September 4,/charts/hot-100/1982-09-04
1982,September 11,/charts/hot-100/1982-09-11
1982,September 18,/charts/hot-100/1982-09-18
1982,September 25,/charts/hot-100/1982-09-25
1982,October 2,/charts/hot-100/1982-10-02
1982,October 9,/charts/hot-100/1982-10-09
1982,October 16,/charts/hot-100/1982-10-16
1982,October 23,/charts/hot-100/1982-10-23
1982,October 30,/charts/hot-100/1982-10-30
1982,November 6,/charts/hot-100/1982-11-06
1982,November 13,/charts/hot-100/1982-11-13
1982,November 20,/charts/hot-100/1982-11-20
1982,November 27,/charts/hot-100/1982-11-27
1982,December 4,/charts/hot-100/1982-12-04
1982,December 11,/charts/hot-100/1982-12-11
1982,December 18,/charts/hot-100/1982-12-18
1982,December 25,/charts/hot-100/1982-12-25
1983,January 8,/charts/hot-100/1983-01-08
1983,January 15,/charts/hot-100/1983-01-15
1983,January 22,/charts/hot-100/1983-01-22
1983,January 29,/charts/hot-100/1983-01-29
1983,February 5,/charts/hot-100/1983-02-05
1983,February 12,/charts/hot-100/1983-02-12
1983,February 19,/charts/hot-100/1983-02-19
1983,February 26,/charts/hot-100/1983-02-26
1983,March 5,/charts/hot-100/1983-03-05
1983,March 12,/charts/hot-100/1983-03-12
1983,March 19,/charts/hot-100/1983-03-19
1983,March 26,/charts/hot-100/1983-03-26
1983,April 2,/charts/hot-100/1983-04-02
1983,April 9,/charts/hot-100/1983-04-09
1983,April 16,/charts/hot-100/1983-04-16
1983,April 23,/charts/hot-100/1983-04-23
1983,April 30,/charts/hot-100/1983-04-30
1983,May 7,/charts/hot-100/1983-05-07
1983,May 14,/charts/hot-100/1983-05-14
1983,May 21,/charts/hot-100/1983-05-21
1983,May 28,/charts/hot-100/1983-05-28
1983,June 4,/charts/hot-100/1983-06-04
1983,June 11,/charts/hot-100/1983-06-11
1983,June 18,/charts/hot-100/1983-06-18
1983,June 25,/charts/hot-100/1983-06-25
1983,July 2,/charts/hot-100/1983-07-02
1983,July 9,/charts/hot-100/1983-07-09
1983,July 16,/charts/hot-100/1983-07-16
1983,July 23,/charts/hot-100/1983-07-23
1983,July 30,/charts/hot-100/1983-07-30
1983,August 6,/charts/hot-100/1983-08-06
1983,August 13,/charts/hot-100/1983-08-13
1983,August 20,/charts/hot-100/1983-08-20
1983,August 27,/charts/hot-100/1983-08-27
1983,September 3,/charts/hot-100/1983-09-03
1983,September 10,/charts/hot-100/1983-09-10
1983,September 17,/charts/hot-100/1983-09-17
1983,September 24,/charts/hot-100/1983-09-24
1983,October 1,/charts/hot-100/1983-10-01
1983,October 8,/charts/hot-100/1983-10-08
1983,October 15,/charts/hot-100/1983-10-15
1983,October 22,/charts/hot-100/1983-10-22
1983,October 29,/charts/hot-100/1983-10-29
1983,November 5,/charts/hot-100/1983-11-05
1983,November 12,/charts/hot-100/1983-11-12
1983,November 19,/charts/hot-100/1983-11-19
1983,November 26,/charts/hot-100/1983-11-26
1983,December 3,/charts/hot-100/1983-12-03
1983,December 10,/charts/hot-100/1983-12-10
1983,December 17,/charts/hot-100/1983-12-17
1983,December 24,/charts/hot-100/1983-12-24
1984,January 7,/charts/hot-100/1984-01-07
1984,January 14,/charts/hot-100/1984-01-14
1984,January 21,/charts/hot-100/1984-01-21
1984,January 28,/charts/hot-100/1984-01-28
1984,February 4,/charts/hot-100/1984-02-04
1984,February 11,/charts/hot-100/1984-02-11
1984,February 18,/charts/hot-100/1984-02-18
1984,February 25,/charts/hot-100/1984-02-25
1984,March 3,/charts/hot-100/1984-03-03
1984,March 10,/charts/hot-100/1984-03-10
1984,March 17,/charts/hot-100/1984-03-17
1984,March 24,/charts/hot-100/1984-03-24
1984,March 31,/charts/hot-100/1984-03-31
1984,April 7,/charts/hot-100/1984-04-07
1984,April 14,/charts/hot-100/1984-04-14
1984,April 21,/charts/hot-100/1984-04-21
1984,April 28,/charts/hot-100/1984-04-28
1984,May 5,/charts/hot-100/1984-05-05
1984,May 12,/charts/hot-100/1984-05-12
1984,May 19,/charts/hot-100/1984-05-19
1984,May 26,/charts/hot-100/1984-05-26
1984,June 2,/charts/hot-100/1984-06-02
1984,June 9,/charts/hot-100/1984-06-09
1984,June 16,/charts/hot-100/1984-06-16
1984,June 23,/charts/hot-100/1984-06-23
1984,June 30,/charts/hot-100/1984-06-30
1984,July 7,/charts/hot-100/1984-07-07
1984,July 14,/charts/hot-100/1984-07-14
1984,July 21,/charts/hot-100/1984-07-21
1984,July 28,/charts/hot-100/1984-07-28
1984,August 4,/charts/hot-100/1984-08-04
1984,August 11,/charts/hot-100/1984-08-11
1984,August 18,/charts/hot-100/1984-08-18
1984,August 25,/charts/hot-100/1984-08-25
1984,September 1,/charts/hot-100/1984-09-01
1984,September 8,/charts/hot-100/1984-09-08
1984,September 15,/charts/hot-100/1984-09-15
1984,September 22,/charts/hot-100/1984-09-22
1984,September 29,/charts/hot-100/1984-09-29
1984,October 6,/charts/hot-100/1984-10-06
1984,October 13,/charts/hot-100/1984-10-13
1984,October 20,/charts/hot-100/1984-10-20
1984,October 27,/charts/hot-100/1984-10-27
1984,November 3,/charts/hot-100/1984-11-03
1984,November 10,/charts/hot-100/1984-11-10
1984,November 17,/charts/hot-100/1984-11-17
1984,November 24,/charts/hot-100/1984-11-24
1984,December 1,/charts/hot-100/1984-12-01
1984,December 8,/charts/hot-100/1984-12-08
1984,December 15,/charts/hot-100/1984-12-15
1984,December 22,/charts/hot-100/1984-12-22
1984,December 29,/charts/hot-100/1984-12-29
1985,January 5,/charts/hot-100/1985-01-05
1985,January 12,/charts/hot-100/1985-01-12
1985,January 19,/charts/hot-100/1985-01-19
1985,January 26,/charts/hot-100/1985-01-26
1985,February 2,/charts/hot-100/1985-02-02
1985,February 9,/charts/hot-100/1985-02-09
1985,February 16,/charts/hot-100/1985-02-16
1985,February 23,/charts/hot-100/1985-02-23
