Year,IssueDate,Href
1985,March 2,/charts/hot-100/1985-03-02
1985,March 9,/charts/hot-100/1985-03-09
1985,March 16,/charts/hot-100/1985-03-16
1985,March 23,/charts/hot-100/1985-03-23
1985,March 30,/charts/hot-100/1985-03-30
1985,April 6,/charts/hot-100/1985-04-06
1985,April 13,/charts/hot-100/1985-04-13
1985,April 20,/charts/hot-100/1985-04-20
1985,April 27,/charts/hot-100/1985-04-27
1985,May 4,/charts/hot-100/1985-05-04
1985,May 11,/charts/hot-100/1985-05-11
1985,May 18,/charts/hot-100/1985-05-18
1985,May 25,/charts/hot-100/1985-05-25
1985,June 1,/charts/hot-100/1985-06-01
1985,June 8,/charts/hot-100/1985-06-08
1985,June 15,/charts/hot-100/1985-06-15
1985,June 22,/charts/hot-100/1985-06-22
1985,June 29,/charts/hot-100/1985-06-29
1985,July 6,/charts/hot-100/1985-07-06
1985,July 13,/charts/hot-100/1985-07-13
1985,July 20,/charts/hot-100/1985-07-20
1985,July 27,/charts/hot-100/1985-07-27
1985,August 3,/charts/hot-100/1985-08-03
1985,August 10,/charts/hot-100/1985-08-10
1985,August 17,/charts/hot-100/1985-08-17
1985,August 24,/charts/hot-100/1985-08-24
1985,August 31,/charts/hot-100/1985-08-31
1985,September 7,/charts/hot-100/1985-09-07
1985,September 14,/charts/hot-100/1985-09-14
1985,September 21,/charts/hot-100/1985-09-21
1985,September 28,/charts/hot-100/1985-09-28
1985,October 5,/charts/hot-100/1985-10-05
1985,October 12,/charts/hot-100/1985-10-12
1985,October 19,/charts/hot-100/1985-10-19
1985,October 26,/charts/hot-100/1985-10-26
1985,November 2,/charts/hot-100/1985-11-02
1985,November 9,/charts/hot-100/1985-11-09
1985,November 16,/charts/hot-100/1985-11-16
1985,November 23,/charts/hot-100/1985-11-23
1985,November 30,/charts/hot-100/1985-11-30
1985,December 7,/charts/hot-100/1985-12-07
1985,December 14,/charts/hot-100/1985-12-14
1985,December 21,/charts/hot-100/1985-12-21
1985,December 28,/charts/hot-100/1985-12-28
1986,January 4,/charts/hot-100/1986-01-04
1986,January 11,/charts/hot-100/1986-01-11
1986,January 18,/charts/hot-100/1986-01-18
1986,January 25,/charts/hot-100/1986-01-25
1986,February 1,/charts/hot-100/1986-02-01
1986,February 8,/charts/hot-100/1986-02-08
1986,February 15,/charts/hot-100/1986-02-15
1986,February 22,/charts/hot-100/1986-02-22
1986,March 1,/charts/hot-100/1986-03-01
1986,March 8,/charts/hot-100/1986-03-08
1986,March 15,/charts/hot-100/1986-03-15
1986,March 22,/charts/hot-100/1986-03-22
1986,March 29,/charts/hot-100/1986-03-29
1986,April 5,/charts/hot-100/1986-04-05
1986,April 12,/charts/hot-100/1986-04-12
1986,April 19,/charts/hot-100/1986-04-19
1986,April 26,/charts/hot-100/1986-04-26
1986,May 3,/charts/hot-100/1986-05-03
1986,May 10,/charts/hot-100/1986-05-10
1986,May 17,/charts/hot-100/1986-05-17
1986,May 24,/charts/hot-100/1986-05-24
1986,May 31,/charts/hot-100/1986-05-31
1986,June 7,/charts/hot-100/1986-06-07
1986,June 14,/charts/hot-100/1986-06-14
1986,June 21,/charts/hot-100/1986-06-21
1986,June 28,/charts/hot-100/1986-06-28
1986,July 5,/charts/hot-100/1986-07-05
1986,July 12,/charts/hot-100/1986-07-12
1986,July 19,/charts/hot-100/1986-07-19
1986,July 26,/charts/hot-100/1986-07-26
1986,August 2,/charts/hot-100/1986-08-02
1986,August 9,/charts/hot-100/1986-08-09
1986,August 16,/charts/hot-100/1986-08-16
1986,August 23,/charts/hot-100/1986-08-23
1986,August 30,/charts/hot-100/1986-08-30
1986,September 6,/charts/hot-100/1986-09-06
1986,September 13,/charts/hot-100/1986-09-13
1986,September 20,/charts/hot-100/1986-09-20
1986,September 27,/charts/hot-100/1986-09-27
1986,October 4,/charts/hot-100/1986-10-04
1986,October 11,/charts/hot-100/1986-10-11
1986,October 18,/charts/hot-100/1986-10-18
1986,October 25,/charts/hot-100/1986-10-25
1986,November 1,/charts/hot-100/1986-11-01
1986,November 8,/charts/hot-100/1986-11-08
1986,November 15,/charts/hot-100/1986-11-15
1986,November 22,/charts/hot-100/1986-11-22
1986,November 29,/charts/hot-100/1986-11-29
1986,December 6,/charts/hot-100/1986-12-06
1986,December 13,/charts/hot-100/1986-12-13
1986,December 20,/charts/hot-100/1986-12-20
1986,December 27,/charts/hot-100/1986-12-27
1987,January 3,/charts/hot-100/1987-01-03
1987,January 10,/charts/hot-100/1987-01-10
1987,January 17,/charts/hot-100/1987-01-17
1987,January 24,/charts/hot-100/1987-01-24
1987,January 31,/charts/hot-100/1987-01-31
1987,February 7,/charts/hot-100/1987-02-07
1987,February 14,/charts/hot-100/1987-02-14
1987,February 21,/charts/hot-100/1987-02-21
1987,February 28,/charts/hot-100/1987-02-28
1987,March 7,/charts/hot-100/1987-03-07
1987,March 14,/charts/hot-100/1987-03-14
1987,March 21,/charts/hot-100/1987-03-21
1987,March 28,/charts/hot-100/1987-03-28
1987,April 4,/charts/hot-100/1987-04-04
1987,April 11,/charts/hot-100/1987-04-11
1987,April 18,/charts/hot-100/1987-04-18
1987,April 25,/charts/hot-100/1987-04-25
1987,May 2,/charts/hot-100/1987-05-02
1987,May 9,/charts/hot-100/1987-05-09
1987,May 16,/charts/hot-100/1987-05-16
1987,May 23,/charts/hot-100/1987-05-23
1987,May 30,/charts/hot-100/1987-05-30
1987,June 6,/charts/hot-100/1987-06-06
1987,June 13,/charts/hot-100/1987-06-13
1987,June 20,/charts/hot-100/1987-06-20
1987,June 27,/charts/hot-100/1987-06-27
1987,July 4,/charts/hot-100/1987-07-04
1987,July 11,/charts/hot-100/1987-07-11
1987,July 18,/charts/hot-100/1987-07-18
1987,July 25,/charts/hot-100/1987-07-25
1987,August 1,/charts/hot-100/1987-08-01
1987,August 8,/charts/hot-100/1987-08-08
1987,August 15,/charts/hot-100/1987-08-15
1987,August 22,/charts/hot-100/1987-08-22
1987,August 29,/charts/hot-100/1987-08-29
1987,September 5,/charts/hot-100/1987-09-05
1987,September 12,/charts/hot-100/1987-09-12
1987,September 19,/charts/hot-100/1987-09-19
1987,September 26,/charts/hot-100/1987-09-26
1987,October 3,/charts/hot-100/1987-10-03
1987,October 10,/charts/hot-100/1987-10-10
1987,October 17,/charts/hot-100/1987-10-17
1987,October 24,/charts/hot-100/1987-10-24
1987,October 31,/charts/hot-100/1987-10-31
1987,November 7,/charts/hot-100/1987-11-07
1987,November 14,/charts/hot-100/1987-11-14
1987,November 21,/charts/hot-100/1987-11-21
1987,November 28,/charts/hot-100/1987-11-28
1987,December 5,/charts/hot-100/1987-12-05
1987,December 12,/charts/hot-100/1987-12-12
1987,December 19,/charts/hot-100/1987-12-19
1987,December 26,/charts/hot-100/1987-12-26
1988,January 2,/charts/hot-100/1988-01-02
1988,January 9,/charts/hot-100/1988-01-09
1988,January 16,/charts/hot-100/1988-01-16
1988,January 23,/charts/hot-100/1988-01-23
1988,January 30,/charts/hot-100/1988-01-30
1988,February 6,/charts/hot-100/1988-02-06
1988,February 13,/charts/hot-100/1988-02-13
1988,February 20,/charts/hot-100/1988-02-20
1988,February 27,/charts/hot-100/1988-02-27
1988,March 5,/charts/hot-100/1988-03-05
1988,March 12,/charts/hot-100/1988-03-12
1988,March 19,/charts/hot-100/1988-03-19
1988,March 26,/charts/hot-100/1988-03-26
1988,April 2,/charts/hot-100/1988-04-02
1988,April 9,/charts/hot-100/1988-04-09
1988,April 16,/charts/hot-100/1988-04-16
1988,April 23,/charts/hot-100/1988-04-23
1988,April 30,/charts/hot-100/1988-04-30
1988,May 7,/charts/hot-100/1988-05-07
1988,May 14,/charts/hot-100/1988-05-14
1988,May 21,/charts/hot-100/1988-05-21
1988,May 28,/charts/hot-100/1988-05-28
1988,June 4,/charts/hot-100/1988-06-04
1988,June 11,/charts/hot-100/1988-06-11
1988,June 18,/charts/hot-100/1988-06-18
1988,June 25,/charts/hot-100/1988-06-25
1988,July 2,/charts/hot-100/1988-07-02
1988,July 9,/charts/hot-100/1988-07-09
1988,July 16,/charts/hot-100/1988-07-16
1988,July 23,/charts/hot-100/1988-07-23
1988,July 30,/charts/hot-100/1988-07-30
1988,August 6,/charts/hot-100/1988-08-06
1988,August 13,/charts/hot-100/1988-08-13
1988,August 20,/charts/hot-100/1988-08-20
1988,August 27,/charts/hot-100/1988-08-27
1988,September 3,/charts/hot-100/1988-09-03
1988,September 10,/charts/hot-100/1988-09-10
1988,September 17,/charts/hot-100/1988-09-17
1988,September 24,/charts/hot-100/1988-09-24
1988,October 1,/charts/hot-100/1988-10-01
1988,October 8,/charts/hot-100/1988-10-08
1988,October 15,/charts/hot-100/1988-10-15
1988,October 22,/charts/hot-100/1988-10-22
1988,October 29,/charts/hot-100/1988-10-29
1988,November 5,/charts/hot-100/1988-11-05
1988,November 12,/charts/hot-100/1988-11-12
1988,November 19,/charts/hot-100/1988-11-19
1988,November 26,/charts/hot-100/1988-11-26
1988,December 3,/charts/hot-100/1988-12-03
1988,December 10,/charts/hot-100/1988-12-10
1988,December 17,/charts/hot-100/1988-12-17
1988,December 24,/charts/hot-100/1988-12-24
1989,January 7,/charts/hot-100/1989-01-07
1989,January 14,/charts/hot-100/1989-01-14
1989,January 21,/charts/hot-100/1989-01-21
1989,January 28,/charts/hot-100/1989-01-28
1989,February 4,/charts/hot-100/1989-02-04
1989,February 11,/charts/hot-100/1989-02-11
1989,February 18,/charts/hot-100/1989-02-18
1989,February 25,/charts/hot-100/1989-02-25
1989,March 4,/charts/hot-100/1989-03-04
1989,March 11,/charts/hot-100/1989-03-11
1989,March 18,/charts/hot-100/1989-03-18
1989,March 25,/charts/hot-100/1989-03-25
1989,April 1,/charts/hot-100/1989-04-01
1989,April 8,/charts/hot-100/1989-04-08
1989,April 15,/charts/hot-100/1989-04-15
1989,April 22,/charts/hot-100/1989-04-22
1989,April 29,/charts/hot-100/1989-04-29
1989,May 6,/charts/hot-100/1989-05-06
1989,May 13,/charts/hot-100/1989-05-13
1989,May 20,/charts/hot-100/1989-05-20
1989,May 27,/charts/hot-100/1989-05-27
1989,June 3,/charts/hot-100/1989-06-03
1989,June 10,/charts/hot-100/1989-06-10
1989,June 17,/charts/hot-100/1989-06-17
1989,June 24,/charts/hot-100/1989-06-24
1989,July 1,/charts/hot-100/1989-07-01
1989,July 8,/charts/hot-100/1989-07-08
1989,July 15,/charts/hot-100/1989-07-15
1989,July 22,/charts/hot-100/1989-07-22
1989,July 29,/charts/hot-100/1989-07-29
1989,August 5,/charts/hot-100/1989-08-05
1989,August 12,/charts/hot-100/1989-08-12
1989,August 19,/charts/hot-100/1989-08-19
1989,August 26,/charts/hot-100/1989-08-26
1989,September 2,/charts/hot-100/1989-09-02
1989,September 9,/charts/hot-100/1989-09-09
1989,September 16,/charts/hot-100/1989-09-16
1989,September 23,/charts/hot-100/1989-09-23
1989,September 30,/charts/hot-100/1989-09-30
1989,October 7,/charts/hot-100/1989-10-07
1989,October 14,/charts/hot-100/1989-10-14
1989,October 21,/charts/hot-100/1989-10-21
1989,October 28,/charts/hot-100/1989-10-28
1989,November 4,/charts/hot-100/1989-11-04
1989,November 11,/charts/hot-100/1989-11-11
1989,November 18,/charts/hot-100/1989-11-18
1989,November 25,/charts/hot-100/1989-11-25
1989,December 2,/charts/hot-100/1989-12-02
1989,December 9,/charts/hot-100/1989-12-09
1989,December 16,/charts/hot-100/1989-12-16
1989,December 23,/charts/hot-100/1989-12-23
1989,December 30,/charts/hot-100/1989-12-30
1990,January 6,/charts/hot-100/1990-01-06
1990,January 13,/charts/hot-100/1990-01-13
1990,January 20,/charts/hot-100/1990-01-20
1990,January 27,/charts/hot-100/1990-01-27
1990,February 3,/charts/hot-100/1990-02-03
1990,February 10,/charts/hot-100/1990-02-10
1990,February 17,/charts/hot-100/1990-02-17
1990,February 24,/charts/hot-100/1990-02-24
1990,March 3,/charts/hot-100/1990-03-03
1990,March 10,/charts/hot-100/1990-03-10
1990,March 17,/charts/hot-100/1990-03-17
1990,March 24,/charts/hot-100/1990-03-24
1990,March 31,/charts/hot-100/1990-03-31
1990,April 7,/charts/hot-100/1990-04-07
1990,April 14,/charts/hot-100/1990-04-14
1990,April 21,/charts/hot-100/1990-04-21
1990,April 28,/charts/hot-100/1990-04-28
1990,May 5,/charts/hot-100/1990-05-05
1990,May 12,/charts/hot-100/1990-05-12
1990,May 19,/charts/hot-100/1990-05-19
1990,May 26,/charts/hot-100/1990-05-26
1990,June 2,/charts/hot-100/1990-06-02
1990,June 9,/charts/hot-100/1990-06-09
1990,June 16,/charts/hot-100/1990-06-16
1990,June 23,/charts/hot-100/1990-06-23
1990,June 30,/charts/hot-100/1990-06-30
1990,July 7,/charts/hot-100/1990-07-07
1990,July 14,/charts/hot-100/1990-07-14
1990,July 21,/charts/hot-100/1990-07-21
1990,July 28,/charts/hot-100/1990-07-28
1990,August 4,/charts/hot-100/1990-08-04
1990,August 11,/charts/hot-100/1990-08-11
1990,August 18,/charts/hot-100/1990-08-18
1990,August 25,/charts/hot-100/1990-08-25
1990,September 1,/charts/hot-100/1990-09-01
1990,September 8,/charts/hot-100/1990-09-08
1990,September 15,/charts/hot-100/1990-09-15
1990,September 22,/charts/hot-100/1990-09-22
1990,September 29,/charts/hot-100/1990-09-29
1990,October 6,/charts/hot-100/1990-10-06
1990,October 13,/charts/hot-100/1990-10-13
1990,October 20,/charts/hot-100/1990-10-20
1990,October 27,/charts/hot-100/1990-10-27
1990,November 3,/charts/hot-100/1990-11-03
1990,November 10,/charts/hot-100/1990-11-10
1990,November 17,/charts/hot-100/1990-11-17
1990,November 24,/charts/hot-100/1990-11-24
1990,December 1,/charts/hot-100/1990-12-01
1990,December 8,/charts/hot-100/1990-12-08
1990,December 15,/charts/hot-100/1990-12-15
1990,December 22,/charts/hot-100/1990-12-22
1990,December 29,/charts/hot-100/1990-12-29
1991,January 5,/charts/hot-100/1991-01-05
1991,January 12,/charts/hot-100/1991-01-12
1991,January 19,/charts/hot-100/1991-01-19
1991,January 26,/charts/hot-100/1991-01-26
1991,February 2,/charts/hot-100/1991-02-02
1991,February 9,/charts/hot-100/1991-02-09
1991,February 16,/charts/hot-100/1991-02-16
1991,February 23,/charts/hot-100/1991-02-23
1991,March 2,/charts/hot-100/1991-03-02
1991,March 9,/charts/hot-100/1991-03-09
1991,March 16,/charts/hot-100/1991-03-16
1991,March 23,/charts/hot-100/1991-03-23
1991,March 30,/charts/hot-100/1991-03-30
1991,April 6,/charts/hot-100/1991-04-06
1991,April 13,/charts/hot-100/1991-04-13
1991,April 20,/charts/hot-100/1991-04-20
1991,April 27,/charts/hot-100/1991-04-27
1991,May 4,/charts/hot-100/1991-05-04
1991,May 11,/charts/hot-100/1991-05-11
1991,May 18,/charts/hot-100/1991-05-18
1991,May 25,/charts/hot-100/1991-05-25
1991,June 1,/charts/hot-100/1991-06-01
1991,June 8,/charts/hot-100/1991-06-08
1991,June 15,/charts/hot-100/1991-06-15
1991,June 22,/charts/hot-100/1991-06-22
1991,June 29,/charts/hot-100/1991-06-29
1991,July 6,/charts/hot-100/1991-07-06
1991,July 13,/charts/hot-100/1991-07-13
1991,July 20,/charts/hot-100/1991-07-20
1991,July 27,/charts/hot-100/1991-07-27
1991,August 3,/charts/hot-100/1991-08-03
1991,August 10,/charts/hot-100/1991-08-10
1991,August 17,/charts/hot-100/1991-08-17
1991,August 24,/charts/hot-100/1991-08-24
1991,August 31,/charts/hot-100/1991-08-31
1991,September 7,/charts/hot-100/1991-09-07
1991,September 14,/charts/hot-100/1991-09-14
1991,September 21,/charts/hot-100/1991-09-21
1991,September 28,/charts/hot-100/1991-09-28
1991,October 5,/charts/hot-100/1991-10-05
1991,October 12,/charts/hot-100/1991-10-12
1991,October 19,/charts/hot-100/1991-10-19
1991,October 26,/charts/hot-100/1991-10-26
1991,November 2,/charts/hot-100/1991-11-02
1991,November 9,/charts/hot-100/1991-11-09
1991,November 16,/charts/hot-100/1991-11-16
1991,November 23,/charts/hot-100/1991-11-23
1991,November 30,/charts/hot-100/1991-11-30
1991,December 7,/charts/hot-100/1991-12-07
1991,December 14,/charts/hot-100/1991-12-14
1991,December 21,/charts/hot-100/1991-12-21
1991,December 28,/charts/hot-100/1991-12-28
1992,January 4,/charts/hot-100/1992-01-04
1992,January 11,/charts/hot-100/1992-01-11
1992,January 18,/charts/hot-100/1992-01-18
1992,January 25,/charts/hot-100/1992-01-25
1992,February 1,/charts/hot-100/1992-02-01
1992,February 8,/charts/hot-100/1992-02-08
1992,February 15,/charts/hot-100/1992-02-15
1992,February 22,/charts/hot-100/1992-02-22
1992,February 29,/charts/hot-100/1992-02-29
1992,March 7,/charts/hot-100/1992-03-07
1992,March 14,/charts/hot-100/1992-03-14
1992,March 21,/charts/hot-100/1992-03-21
1992,March 28,/charts/hot-100/1992-03-28
1992,April 4,/charts/hot-100/1992-04-04
1992,April 11,/charts/hot-100/1992-04-11
1992,April 18,/charts/hot-100/1992-04-18
1992,April 25,/charts/hot-100/1992-04-25
1992,May 2,/charts/hot-100/1992-05-02
1992,May 9,/charts/hot-100/1992-05-09
1992,May 16,/charts/hot-100/1992-05-16
1992,May 23,/charts/hot-100/1992-05-23
1992,May 30,/charts/hot-100/1992-05-30
1992,June 6,/charts/hot-100/1992-06-06
1992,June 13,/charts/hot-100/1992-06-13
1992,June 20,/charts/hot-100/1992-06-20
1992,June 27,/charts/hot-100/1992-06-27
1992,July 4,/charts/hot-100/1992-07-04
1992,July 11,/charts/hot-100/1992-07-11
1992,July 18,/charts/hot-100/1992-07-18
1992,July 25,/charts/hot-100/1992-07-25
1992,August 1,/charts/hot-100/1992-08-01
1992,August 8,/charts/hot-100/1992-08-08
1992,August 15,/charts/hot-100/1992-08-15
1992,August 22,/charts/hot-100/1992-08-22
1992,August 29,/charts/hot-100/1992-08-29
1992,September 5,/charts/hot-100/1992-09-05
1992,September 12,/charts/hot-100/1992-09-12
1992,September 19,/charts/hot-100/1992-09-19
1992,September 26,/charts/hot-100/1992-09-26
1992,October 3,/charts/hot-100/1992-10-03
1992,October 10,/charts/hot-100/1992-10-10
1992,October 17,/charts/hot-100/1992-10-17
1992,October 24,/charts/hot-100/1992-10-24
1992,October 31,/charts/hot-100/1992-10-31
1992,November 7,/charts/hot-100/1992-11-07
1992,November 14,/charts/hot-100/1992-11-14
1992,November 21,/charts/hot-100/1992-11-21
1992,November 28,/charts/hot-100/1992-11-28
1992,December 5,/charts/hot-100/1992-12-05
1992,December 12,/charts/hot-100/1992-12-12
1992,December 19,/charts/hot-100/1992-12-19
1992,December 26,/charts/hot-100/1992-12-26
1993,January 2,/charts/hot-100/1993-01-02
1993,January 9,/charts/hot-100/1993-01-09
1993,January 16,/charts/hot-100/1993-01-16
1993,January 23,/charts/hot-100/1993-01-23
1993,January 30,/charts/hot-100/1993-01-30
1993,February 6,/charts/hot-100/1993-02-06
1993,February 13,/charts/hot-100/1993-02-13
1993,February 20,/charts/hot-100/1993-02-20
1993,February 27,/charts/hot-100/1993-02-27
1993,March 6,/charts/hot-100/1993-03-06
1993,March 13,/charts/hot-100/1993-03-13
1993,March 20,/charts/hot-100/1993-03-20
1993,March 27,/charts/hot-100/1993-03-27
1993,April 3,/charts/hot-100/1993-04-03
1993,April 10,/charts/hot-100/1993-04-10
1993,April 17,/charts/hot-100/1993-04-17
1993,April 24,/charts/hot-100/1993-04-24
1993,May 1,/charts/hot-100/1993-05-01
1993,May 8,/charts/hot-100/1993-05-08
1993,May 15,/charts/hot-100/1993-05-15
1993,May 22,/charts/hot-100/1993-05-22
1993,May 29,/charts/hot-100/1993-05-29
1993,June 5,/charts/hot-100/1993-06-05
1993,June 12,/charts/hot-100/1993-06-12
1993,June 19,/charts/hot-100/1993-06-19
1993,June 26,/charts/hot-100/1993-06-26
1993,July 3,/charts/hot-100/1993-07-03
1993,July 10,/charts/hot-100/1993-07-10
1993,July 17,/charts/hot-100/1993-07-17
1993,July 24,/charts/hot-100/1993-07-24
1993,July 31,/charts/hot-100/1993-07-31
1993,August 7,/charts/hot-100/1993-08-07
1993,August 14,/charts/hot-100/1993-08-14
1993,August 21,/charts/hot-100/1993-08-21
1993,August 28,/charts/hot-100/1993-08-28
1993,September 4,/charts/hot-100/1993-09-04
1993,September 11,/charts/hot-100/1993-09-11
1993,September 18,/charts/hot-100/1993-09-18
1993,September 25,/charts/hot-100/1993-09-25
1993,October 2,/charts/hot-100/1993-10-02
1993,October 9,/charts/hot-100/1993-10-09
1993,October 16,/charts/hot-100/1993-10-16
1993,October 23,/charts/hot-100/1993-10-23
1993,October 30,/charts/hot-100/1993-10-30
1993,November 6,/charts/hot-100/1993-11-06
1993,November 13,/charts/hot-100/1993-11-13
1993,November 20,/charts/hot-100/1993-11-20
1993,November 27,/charts/hot-100/1993-11-27
1993,December 4,/charts/hot-100/1993-12-04
1993,December 11,/charts/hot-100/1993-12-11
1993,December 18,/charts/hot-100/1993-12-18
1993,December 25,/charts/hot-100/1993-12-25
1994,January 8,/charts/hot-100/1994-01-08
1994,January 15,/charts/hot-100/1994-01-15
1994,January 22,/charts/hot-100/1994-01-22
1994,January 29,/charts/hot-100/1994-01-29
1994,February 5,/charts/hot-100/1994-02-05
1994,February 12,/charts/hot-100/1994-02-12
1994,February 19,/charts/hot-100/1994-02-19
1994,February 26,/charts/hot-100/1994-02-26
1994,March 5,/charts/hot-100/1994-03-05
1994,March 12,/charts/hot-100/1994-03-12
1994,March 19,/charts/hot-100/1994-03-19
1994,March 26,/charts/hot-100/1994-03-26
1994,April 2,/charts/hot-100/1994-04-02
1994,April 9,/charts/hot-100/1994-04-09
1994,April 16,/charts/hot-100/1994-04-16
1994,April 23,/charts/hot-100/1994-04-23
1994,April 30,/charts/hot-100/1994-04-30
1994,May 7,/charts/hot-100/1994-05-07
1994,May 14,/charts/hot-100/1994-05-14
1994,May 21,/charts/hot-100/1994-05-21
1994,May 28,/charts/hot-100/1994-05-28
1994,June 4,/charts/hot-100/1994-06-04
1994,June 11,/charts/hot-100/1994-06-11
1994,June 18,/charts/hot-100/1994-06-18
1994,June 25,/charts/hot-100/1994-06-25
1994,July 2,/charts/hot-100/1994-07-02
1994,July 9,/charts/hot-100/1994-07-09
1994,July 16,/charts/hot-100/1994-07-16
1994,July 23,/charts/hot-100/1994-07-23
1994,July 30,/charts/hot-100/1994-07-30
1994,August 6,/charts/hot-100/1994-08-06
1994,August 13,/charts/hot-100/1994-08-13
1994,August 20,/charts/hot-100/1994-08-20
1994,August 27,/charts/hot-100/1994-08-27
1994,September 3,/charts/hot-100/1994-09-03
1994,September 10,/charts/hot-100/1994-09-10
1994,September 17,/charts/hot-100/1994-09-17
1994,September 24,/charts/hot-100/1994-09-24
1994,October 1,/charts/hot-100/1994-10-01
1994,October 8,/charts/hot-100/1994-10-08
1994,October 15,/charts/hot-100/1994-10-15
1994,October 22,/charts/hot-100/1994-10-22
1994,October 29,/charts/hot-100/1994-10-29
1994,November 5,/charts/hot-100/1994-11-05
1994,November 12,/charts/hot-100/1994-11-12
1994,November 19,/charts/hot-100/1994-11-19
1994,November 26,/charts/hot-100/1994-11-26
1994,December 3,/charts/hot-100/1994-12-03
1994,December 10,/charts/hot-100/1994-12-10
1994,December 17,/charts/hot-100/1994-12-17
1994,December 24,/charts/hot-100/1994-12-24
1995,January 7,/charts/hot-100/1995-01-07
1995,January 14,/charts/hot-100/1995-01-14
1995,January 21,/charts/hot-100/1995-01-21
1995,January 28,/charts/hot-100/1995-01-28
1995,February 4,/charts/hot-100/1995-02-04
1995,February 11,/charts/hot-100/1995-02-11
1995,February 18,/charts/hot-100/1995-02-18
1995,February 25,/charts/hot-100/1995-02-25
1995,March 4,/charts/hot-100/1995-03-04
1995,March 11,/charts/hot-100/1995-03-11
1995,March 18,/charts/hot-100/1995-03-18
1995,March 25,/charts/hot-100/1995-03-25
1995,April 1,/charts/hot-100/1995-04-01
1995,April 8,/charts/hot-100/1995-04-08
1995,April 15,/charts/hot-100/1995-04-15
1995,April 22,/charts/hot-100/1995-04-22
1995,April 29,/charts/hot-100/1995-04-29
1995,May 6,/charts/hot-100/1995-05-06
1995,May 13,/charts/hot-100/1995-05-13
1995,May 20,/charts/hot-100/1995-05-20
1995,May 27,/charts/hot-100/1995-05-27
1995,June 3,/charts/hot-100/1995-06-03
1995,June 10,/charts/hot-100/1995-06-10
1995,June 17,/charts/hot-100/1995-06-17
1995,June 24,/charts/hot-100/1995-06-24
1995,July 1,/charts/hot-100/1995-07-01
1995,July 8,/charts/hot-100/1995-07-08
1995,July 15,/charts/hot-100/1995-07-15
1995,July 22,/charts/hot-100/1995-07-22
1995,July 29,/charts/hot-100/1995-07-29
1995,August 5,/charts/hot-100/1995-08-05
1995,August 12,/charts/hot-100/1995-08-12
1995,August 19,/charts/hot-100/1995-08-19
1995,August 26,/charts/hot-100/1995-08-26
1995,September 2,/charts/hot-100/1995-09-02
1995,September 9,/charts/hot-100/1995-09-09
1995,September 16,/charts/hot-100/1995-09-16
1995,September 23,/charts/hot-100/1995-09-23
1995,September 30,/charts/hot-100/1995-09-30
1995,October 7,/charts/hot-100/1995-10-07
1995,October 14,/charts/hot-100/1995-10-14
1995,October 21,/charts/hot-100/1995-10-21
1995,October 28,/charts/hot-100/1995-10-28
1995,November 4,/charts/hot-100/1995-11-04
1995,November 11,/charts/hot-100/1995-11-11
1995,November 18,/charts/hot-100/1995-11-18
1995,November 25,/charts/hot-100/1995-11-25
1995,December 2,/charts/hot-100/1995-12-02
1995,December 9,/charts/hot-100/1995-12-09
1995,December 16,/charts/hot-100/1995-12-16
1995,December 23,/charts/hot-100/1995-12-23
1995,December 30,/charts/hot-100/1995-12-30
1996,January 6,/charts/hot-100/1996-01-06
1996,January 13,/charts/hot-100/1996-01-13
1996,January 20,/charts/hot-100/1996-01-20
1996,January 27,/charts/hot-100/1996-01-27
1996,February 3,/charts/hot-100/1996-02-03
1996,February 10,/charts/hot-100/1996-02-10
1996,February 17,/charts/hot-100/1996-02-17
1996,February 24,/charts/hot-100/1996-02-24
1996,March 2,/charts/hot-100/1996-03-02
1996,March 9,/charts/hot-100/1996-03-09
1996,March 16,/charts/hot-100/1996-03-16
1996,March 23,/charts/hot-100/1996-03-23
1996,March 30,/charts/hot-100/1996-03-30
1996,April 6,/charts/hot-100/1996-04-06
1996,April 13,/charts/hot-100/1996-04-13
1996,April 20,/charts/hot-100/1996-04-20
1996,April 27,/charts/hot-100/1996-04-27
1996,May 4,/charts/hot-100/1996-05-04
1996,May 11,/charts/hot-100/1996-05-11
1996,May 18,/charts/hot-100/1996-05-18
1996,May 25,/charts/hot-100/1996-05-25
1996,June 1,/charts/hot-100/1996-06-01
1996,June 8,/charts/hot-100/1996-06-08
1996,June 15,/charts/hot-100/1996-06-15
1996,June 22,/charts/hot-100/1996-06-22
1996,June 29,/charts/hot-100/1996-06-29
1996,July 6,/charts/hot-100/1996-07-06
1996,July 13,/charts/hot-100/1996-07-13
1996,July 20,/charts/hot-100/1996-07-20
1996,July 27,/charts/hot-100/1996-07-27
1996,August 3,/charts/hot-100/1996-08-03
1996,August 10,/charts/hot-100/1996-08-10
1996,August 17,/charts/hot-100/1996-08-17
1996,August 24,/charts/hot-100/1996-08-24
1996,August 31,/charts/hot-100/1996-08-31
1996,September 7,/charts/hot-100/1996-09-07
1996,September 14,/charts/hot-100/1996-09-14
1996,September 21,/charts/hot-100/1996-09-21
1996,September 28,/charts/hot-100/1996-09-28
1996,October 5,/charts/hot-100/1996-10-05
1996,October 12,/charts/hot-100/1996-10-12
1996,October 19,/charts/hot-100/1996-10-19
1996,October 26,/charts/hot-100/1996-10-26
1996,November 2,/charts/hot-100/1996-11-02
1996,November 9,/charts/hot-100/1996-11-09
